,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
2322,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2323,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2324,ge/de[SEP]geschaftsfuhrerin,21110.0,0.9938182,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
2325,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2326,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2327,ge/de[SEP]naherin,79510.0,0.9844095,"Hand and Machine Sewer, General",,,No pred,,,No pred,,,No pred,,,No pred
2328,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2329,ge/de[SEP]gastwirt und bauern,51020.0,0.9984503,Working Proprietor (Hotel and Restaurant),61110.0,0.9911425,General Farmer,,,No pred,,,No pred,,,No pred
2330,ge/de[SEP]viehhandler,41025.0,0.9982151,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2331,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2332,ge/de[SEP]polizeihauptwachtmeister,58220.0,0.9989237,Policeman and other Maintainers of Law and Order (except Military),,,No pred,,,No pred,,,No pred,,,No pred
2333,ge/de[SEP]mobelschreiner,81120.0,0.99927026,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
2334,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
2335,ge/de[SEP]schneiderin,79100.0,0.9947996,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2336,ge/de[SEP]bodenleger,37040.0,0.9887778,Messenger,,,No pred,,,No pred,,,No pred,,,No pred
2337,ge/de[SEP]bergmann,61110.0,0.9413026,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2338,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2339,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2340,ge/de[SEP]zimmermeister und rentner,95410.0,0.99725264,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
2341,ge/de[SEP]bankbeamten,33940.0,0.93136084,Finance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2342,ge/de[SEP]hausierhandler,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
2343,ge/de[SEP]bankangestellten,33940.0,0.9805666,Finance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2344,ge/de[SEP]mechanikermeister,84900.0,0.5026916,"Machinery Fitter (except Electrical), Specialisation Unknown",84300.0,0.24541561,MotorVehicle Mechanics,,,No pred,,,No pred,,,No pred
2345,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2346,ge/de[SEP]bauhilfsarbeiter,99910.0,0.99975365,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2347,ge/de[SEP]vorarbeiter,99900.0,0.4132741,"Worker, No Further Information",63230.0,0.23236425,Forestry Worker,,,No pred,,,No pred,,,No pred
2348,ge/de[SEP]rentnerin,-1.0,0.99875104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
2349,ge/de[SEP]haushalterin,22430.0,0.9622062,Housekeeper (Private Service),,,No pred,,,No pred,,,No pred,,,No pred
2350,ge/de[SEP]spenglermeisterswitwe,87310.0,0.8844602,"SheetMetal Worker, General",75452.0,0.2333592,,,,No pred,,,No pred,,,No pred
2351,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2352,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2353,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2354,ge/de[SEP]arbeitersfrau,99900.0,0.9566154,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
2355,ge/de[SEP]geschaftsinhaberin,21110.0,0.97917855,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
2356,ge/de[SEP]schneidergenilfen,79100.0,0.99395484,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2357,ge/de[SEP]steinschleifer,83540.0,0.25712237,Cutting Instruments Sharpener,,,No pred,,,No pred,,,No pred,,,No pred
2358,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2359,ge/de[SEP]reisevertreter,43200.0,0.7692299,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
2360,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
2361,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
2362,ge/de[SEP]gastwirt und bauern,51020.0,0.9984503,Working Proprietor (Hotel and Restaurant),61110.0,0.9911425,General Farmer,,,No pred,,,No pred,,,No pred
2363,ge/de[SEP]prokuristen,21300.0,0.54875606,"Sales Manager, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2364,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2365,ge/de[SEP]geschaftsfuhrer,21110.0,0.99869615,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
2366,ge/de[SEP]landwirtsfrau,61110.0,0.9872469,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2367,ge/de[SEP]oberaufseher,22000.0,0.9022208,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2368,ge/de[SEP]versicheruneskaufmann,39350.0,0.7564111,Insurance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2369,ge/de[SEP]mechaniker,84900.0,0.4413025,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2370,ge/de[SEP]fabrikarbeiterinnen,99930.0,0.99612087,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
2371,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
2372,ge/de[SEP]reichsbahnassistenten,39960.0,0.66445935,Railway Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2373,ge/de[SEP]handlungsgehilfen,41025.0,0.9969748,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2374,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
2375,ge/de[SEP]sozialrentnerin,19310.0,0.4216551,"Social Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
2376,ge/de[SEP]arbeiter und schreiner,81120.0,0.99901783,Cabinetmaker,99900.0,0.9792748,"Worker, No Further Information",,,No pred,,,No pred,,,No pred
2377,ge/de[SEP]bauhilfsarbeiter,99910.0,0.99975365,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2378,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
2379,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2380,ge/de[SEP]metzgermeister und viehhandler,41025.0,0.99641824,Working Proprietor (Wholesale or Retail Trade),77310.0,0.98084235,"Butcher, General",,,No pred,,,No pred,,,No pred
2381,ge/de[SEP]kolonialwarenhandler,41025.0,0.9704958,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2382,ge/de[SEP]kath. pfarrer,14120.0,0.99907696,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
2383,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2384,ge/de[SEP]ziegeleiarbeiter,89360.0,0.9741357,Brick and Tile Kilnman,,,No pred,,,No pred,,,No pred,,,No pred
2385,ge/de[SEP]haustochter,54020.0,0.9836516,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2386,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2387,ge/de[SEP]kohlenhandlersgattin,41025.0,0.97310436,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2388,ge/de[SEP]kolonialwarenhandlerin,41025.0,0.98005384,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2389,ge/de[SEP]holzhauer,63110.0,0.98204184,Logger (General),,,No pred,,,No pred,,,No pred,,,No pred
2390,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2391,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
2392,ge/de[SEP]kfm. angestellten,53100.0,0.6451163,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2393,ge/de[SEP]arbeitsdienstmann,54020.0,0.38038337,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2394,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2395,ge/de[SEP]schlosser und autogenschweisser,87430.0,0.6609056,Structural Steel Worker (Workshop),87210.0,0.54322046,"Welder, General",87105.0,0.37459677,"Plumber, General",84105.0,0.2555836,"Machinery Fitter, General",84320.0,0.23593116,Automobile Mechanic
2396,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2397,ge/de[SEP]stukkateur,95510.0,0.999539,"Plasterer, General",,,No pred,,,No pred,,,No pred,,,No pred
2398,ge/de[SEP]installateur,87105.0,0.98847663,"Plumber, General",,,No pred,,,No pred,,,No pred,,,No pred
2399,ge/de[SEP]lageristin,39140.0,0.9233419,Storeroom Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2400,ge/de[SEP]techniker,3200.0,0.98752916,"Technician, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2401,ge/de[SEP]friseurgehilfen,57025.0,0.9968144,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
2402,ge/de[SEP]korbmacher,94220.0,0.9976597,Basket Maker,,,No pred,,,No pred,,,No pred,,,No pred
2403,ge/de[SEP]gartner,62700.0,0.9282653,Nursery Workers and Gardeners,,,No pred,,,No pred,,,No pred,,,No pred
2404,ge/de[SEP]feinmechaniker,84230.0,0.9971085,Precision Instrument Maker,,,No pred,,,No pred,,,No pred,,,No pred
2405,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
2406,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2407,ge/de[SEP]backer und hilfsarbeiter,77610.0,0.9991033,"Baker, General",99910.0,0.9931236,Labourer,,,No pred,,,No pred,,,No pred
2408,ge/de[SEP]hausmeister,54020.0,0.40282637,House Servant,22420.0,0.22814111,Housekeeper (except Private Service),,,No pred,,,No pred,,,No pred
2409,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2410,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2411,ge/de[SEP]kfm. angestellten,53100.0,0.6451163,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2412,ge/de[SEP]halbjuden und buchhalter,33110.0,0.9895906,"Bookkeeper, General",61115.0,0.79513323,Small Subsistence Farmer (Husbandman),61110.0,0.35053137,General Farmer,,,No pred,,,No pred
2413,ge/de[SEP]kfm. vertreter,43200.0,0.83122355,Commercial Travellers and Manufacturers Agents,43220.0,0.5498134,Commercial Traveller,,,No pred,,,No pred,,,No pred
2414,ge/de[SEP]landw. hilfsarbeiter,99910.0,0.76282674,Labourer,62105.0,0.49927595,"FarmWorker, General",,,No pred,,,No pred,,,No pred
2415,"ge/de[SEP]landw, arbeiter",62105.0,0.67171186,"FarmWorker, General",,,No pred,,,No pred,,,No pred,,,No pred
2416,ge/de[SEP]melker,62510.0,0.9880806,"Dairy Farm Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
2417,ge/de[SEP]kfm. angestellten,53100.0,0.6451163,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2418,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2419,ge/de[SEP]schmied,83110.0,0.76860225,"Blacksmith, General",83190.0,0.6888336,"Other Blacksmiths, Hammersmiths and ForgingPress Operators",,,No pred,,,No pred,,,No pred
2420,ge/de[SEP]kesselschmied,87350.0,0.9997367,Boilersmith,,,No pred,,,No pred,,,No pred,,,No pred
2421,ge/de[SEP]lageristen,39140.0,0.9527191,Storeroom Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2422,ge/de[SEP]maschinenheizer,96910.0,0.6343907,"Stationary Engine Operator, General",,,No pred,,,No pred,,,No pred,,,No pred
2423,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2424,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2425,ge/de[SEP]metallschleifer,83465.0,0.9364325,Precision GrindingMachine Operator,,,No pred,,,No pred,,,No pred,,,No pred
2426,ge/de[SEP]photolaboranten,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
2427,ge/de[SEP]maurersehefrau,95120.0,0.63275677,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
2428,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2429,ge/de[SEP]schriftsteller,39320.0,0.80353314,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2430,ge/de[SEP]metzgergehilfen,77310.0,0.9984351,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
2431,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2432,ge/de[SEP]landwirtsehefrau,21230.0,0.7349905,Farm Manager,,,No pred,,,No pred,,,No pred,,,No pred
2433,ge/de[SEP]geschaftsfuhrer,21110.0,0.99869615,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
2434,ge/de[SEP]landw. dienstknecht,54020.0,0.25850153,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2435,ge/de[SEP]kraltwagenfahrer,98500.0,0.83755416,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
2436,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2437,ge/de[SEP]dekorationsmaler,93920.0,0.9361367,BrushPainter (except Construction),,,No pred,,,No pred,,,No pred,,,No pred
2438,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2439,"ge/de[SEP]kfm, angestellten",53100.0,0.94340265,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2440,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2441,ge/de[SEP]volksschullehrer,13320.0,0.45895284,FirstLevel Education Teacher,,,No pred,,,No pred,,,No pred,,,No pred
2442,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2443,ge/de[SEP]schlossergehilfen,87430.0,0.49677134,Structural Steel Worker (Workshop),87105.0,0.38982362,"Plumber, General",84105.0,0.24204183,"Machinery Fitter, General",,,No pred,,,No pred
2444,ge/de[SEP]opernsanger,17145.0,0.9791741,Singer,,,No pred,,,No pred,,,No pred,,,No pred
2445,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
2446,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
2447,ge/de[SEP]mineur,58340.0,0.97763056,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
2448,ge/de[SEP]backer,77610.0,0.9905957,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
2449,ge/de[SEP]privatiere,58340.0,0.8946361,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
2450,ge/de[SEP]handler,41025.0,0.9920562,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2451,ge/de[SEP]schafhalter,62430.0,0.99854964,Sheep Farm Worker,,,No pred,,,No pred,,,No pred,,,No pred
2452,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2453,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2454,ge/de[SEP]privatlehrerin,13020.0,0.9784676,"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,,No pred,,,No pred,,,No pred,,,No pred
2455,ge/de[SEP]oberingenieursfrau,2000.0,0.99053156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
2456,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
2457,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2458,ge/de[SEP]haushalterin,22430.0,0.9622062,Housekeeper (Private Service),,,No pred,,,No pred,,,No pred,,,No pred
2459,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
2460,ge/de[SEP]hafnermeister,89210.0,0.46674156,"Potter, General",95130.0,0.39049143,Firebrick Layer,,,No pred,,,No pred,,,No pred
2461,ge/de[SEP]reisevertreter,43200.0,0.7692299,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
2462,ge/de[SEP]landwirt und holzhauer,61110.0,0.9973546,General Farmer,63110.0,0.9795411,Logger (General),,,No pred,,,No pred,,,No pred
2463,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2464,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2465,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
2466,ge/de[SEP]handelsvertreter,43200.0,0.8874012,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
2467,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
2468,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2469,ge/de[SEP]hufund,-1.0,0.41518998,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
2470,ge/de[SEP]schuhmachermeister,80110.0,0.9962813,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
2471,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
2472,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2473,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2474,ge/de[SEP]invalidenrentner,-1.0,0.9912369,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
2475,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2476,ge/de[SEP]lederhandler,41025.0,0.99775344,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
2477,ge/de[SEP]wagnermeister,81925.0,0.9972036,Cartwright,,,No pred,,,No pred,,,No pred,,,No pred
2478,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2479,ge/de[SEP]zimmermann,95410.0,0.99491334,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
2480,ge/de[SEP]werkzeugschlosser,87105.0,0.64373446,"Plumber, General",,,No pred,,,No pred,,,No pred,,,No pred
2481,ge/de[SEP]bauhilfsarbeiter,99910.0,0.99975365,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2482,ge/de[SEP]verkauferin,45125.0,0.9712613,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred,,,No pred
2483,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
2484,ge/de[SEP]bauschreiber,39320.0,0.9962386,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2485,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
2486,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
2487,ge/de[SEP]fabrikbesitzerswitwe,21110.0,0.98277366,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
2488,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2489,ge/de[SEP]zugeherin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
2490,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2491,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
2492,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
2493,ge/de[SEP]bauarbeiter,95000.0,0.98232883,"Bricklayers, Carpenters and Other Construction Workers",,,No pred,,,No pred,,,No pred,,,No pred
2494,ge/de[SEP]austragler,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
2495,ge/de[SEP]fabrikarbeiter,99930.0,0.99664164,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
2496,ge/de[SEP]steinbruchbesitzer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
2497,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2498,ge/de[SEP]landw. arbeiter,62105.0,0.8283423,"FarmWorker, General",,,No pred,,,No pred,,,No pred,,,No pred
2499,ge/de[SEP]schreinermeister,81120.0,0.99954236,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
2500,ge/de[SEP]heizer,98330.0,0.37368548,Railway SteamEngine Fireman,98220.0,0.28741848,Ship's Fireman,96930.0,0.26661068,Boiler Fireman,,,No pred,,,No pred
2501,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
2502,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2503,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
2504,ge/de[SEP]schriftsteller,39320.0,0.80353314,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
2505,ge/de[SEP]studenten,-1.0,0.9817918,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
2506,ge/de[SEP]reisevertreter,43200.0,0.7692299,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
